StartSceneID	StartSceneName	ToSceneID	ToSceneName	NPCTeleportName	TeleportCost	PositionX	PositionY
260	Thúc Hà Cổ Trấn	9	Thiếu Lâm Tự	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	11	Quang Minh Điện	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	10	Cái Bang Tổng Đà	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	12	Võ Đang Sơn	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	15	Nga My Sơn	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	16	Tinh Túc Hải	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	13	Thiên Long Tự	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	17	Thiên Sơn	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	14	Lăng Ba Động	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	284	Mộ Dung Sơn Trang	Từ Hà Khách	0	202	210
260	Thúc Hà Cổ Trấn	25	Thương sơn	Lý Minh Dương	0	25	288
244	Hỏa Diệm Sơn	245	Cao Xương	N/A	0	20	237
244	Hỏa Diệm Sơn	251	Hỏa Diệm Cốc	N/A	0	26	103
245	Cao Xương	246	Lâu Lan	N/A	0	22	37
245	Cao Xương	252	Cao Xương Mê Cung	N/A	0	72	144
245	Cao Xương	244	Hỏa Diệm Sơn	N/A	0	229	221
247	Tháp Lý Mộc	253	Tháp Khắc Lạp Mã Can	N/A	0	104	215
247	Tháp Lý Mộc	246	Lâu Lan	N/A	0	30	22
253	Tháp Khắc Lạp Mã Can	247	Tháp Lý Mộc	N/A	0	34	18
249	Đại Uyển	255	Hãn Huyết Lĩnh	N/A	0	20	210
249	Đại Uyển	246	Lâu Lan	N/A	0	195	235
255	Hãn Huyết Lĩnh	249	Đại Uyển	N/A	0	96	87
284	Mộ Dung Sơn Trang	5	Kính Hồ	N/A	0	160	168
284	Mộ Dung Sơn Trang	0	Lạc Dương	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	1	Tô Châu	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	2	Đại Lý	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	246	Lâu Lan	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	260	Thúc Hà Cổ Trấn	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	9	Thiếu Lâm Tự	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	11	Quang Minh Điện	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	10	Cái Bang Tổng Đà	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	12	Võ Đang Sơn	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	15	Nga My Sơn	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	16	Tinh Túc Hải	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	13	Thiên Long Tự	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	17	Thiên Sơn	Đặng Vạn Nhận	0	27	137
284	Mộ Dung Sơn Trang	14	Lăng Ba Động	Đặng Vạn Nhận	0	27	137
237	Diêm Khanh	235	Diêm Hồ	N/A	0	100	98
251	Hỏa Diệm Cốc	244	Hỏa Diệm Sơn	N/A	0	68	23
252	Cao Xương Mê Cung	245	Cao Xương	N/A	0	105	105
